tss_id	ohn_fam	mm_cat	dre_cat	Connectivity
ENSDARG00000018698	ohn_fam_BL01154	1-1	2	1
BL01157	ohn_fam_BL01157	1-1	1	0
ENSDARG00000028386	ohn_fam_BL01157	1-1	1	1
BL04529	ohn_fam_BL04529	1-1	1	1
ENSDARG00000045815	ohn_fam_BL04529	1-1	1	0
BL16252	ohn_fam_BL16252	1-1	1	0
ENSDARG00000011418	ohn_fam_BL16252	1-1	1	0
BL16257	ohn_fam_BL16257	1-1	1	0
ENSDARG00000041887	ohn_fam_BL16257	1-1	1	0
BL16258	ohn_fam_BL16258	1-1	1	0
ENSDARG00000042182	ohn_fam_BL16258	1-1	1	0
BL04380	ohn_fam_BL04380	1-1	1	0
ENSDARG00000025073	ohn_fam_BL04380	1-1	1	0
BL07871	ohn_fam_BL07871	1-2	2	0
ENSDARG00000062060	ohn_fam_BL07871	1-2	2	0
ENSDARG00000093240	ohn_fam_BL07871	1-2	2	1
BL07870	ohn_fam_BL07870	1-2	2	0
ENSDARG00000042115	ohn_fam_BL07870	1-2	2	2
ENSDARG00000034685	ohn_fam_BL07870	1-2	2	1
BL95943	ohn_fam_BL95943	1-1	1	0
ENSDARG00000013659	ohn_fam_BL95943	1-1	1	0
BL95940	ohn_fam_BL95940	1-1	1	0
ENSDARG00000004851	ohn_fam_BL95940	1-1	1	0
BL07126	ohn_fam_BL07126	1-1	1	0
ENSDARG00000039347	ohn_fam_BL07126	1-1	1	0
BL07125	ohn_fam_BL07125	1-1	1	0
ENSDARG00000042853	ohn_fam_BL07125	1-1	1	0
BL07122	ohn_fam_BL07122	1-3	3	0
ENSDARG00000059936	ohn_fam_BL07122	1-3	3	0
ENSDARG00000075887	ohn_fam_BL07122	1-3	3	1
ENSDARG00000075785	ohn_fam_BL07122	1-3	3	0
BL47190	ohn_fam_BL47190	1-1	1	0
ENSDARG00000026281	ohn_fam_BL47190	1-1	1	1
BL06833	ohn_fam_BL06833	1-1	1	0
ENSDARG00000101332	ohn_fam_BL06833	1-1	1	0
BL06836	ohn_fam_BL06836	1-1	1	0
ENSDARG00000061228	ohn_fam_BL06836	1-1	1	0
BL18791	ohn_fam_BL18791	1-1	2	0
ENSDARG00000089701	ohn_fam_BL18791	1-1	2	2
ENSDARG00000088816	ohn_fam_BL18791	1-1	2	1
BL95052	ohn_fam_BL95052	1-1	1	0
ENSDARG00000028894	ohn_fam_BL95052	1-1	1	0
BL15233	ohn_fam_BL15233	1-1	2	1
ENSDARG00000039578	ohn_fam_BL15233	1-1	2	1
ENSDARG00000070657	ohn_fam_BL15233	1-1	2	0
BL03928	ohn_fam_BL03928	1-1	1	0
ENSDARG00000042571	ohn_fam_BL03928	1-1	1	0
BL00221	ohn_fam_BL00221	1-1	1	1
ENSDARG00000080021	ohn_fam_BL00221	1-1	1	0
BL03922	ohn_fam_BL03922	1-1	1	0
ENSDARG00000013973	ohn_fam_BL03922	1-1	1	3
BL03921	ohn_fam_BL03921	1-1	2	0
ENSDARG00000101323	ohn_fam_BL03921	1-1	2	0
ENSDARG00000056475	ohn_fam_BL03921	1-1	2	2
BL13997	ohn_fam_BL13997	1-2	1	0
ENSDARG00000061377	ohn_fam_BL13997	1-2	1	1
BL13993	ohn_fam_BL13993	1-2	1	1
ENSDARG00000102068	ohn_fam_BL13993	1-2	1	2
BL13991	ohn_fam_BL13991	1-1	1	0
ENSDARG00000038847	ohn_fam_BL13991	1-1	1	1
BL16261	ohn_fam_BL16261	1-1	1	0
ENSDARG00000040553	ohn_fam_BL16261	1-1	1	2
BL96088	ohn_fam_BL96088	1-1	1	0
ENSDARG00000004336	ohn_fam_BL96088	1-1	1	0
BL96086	ohn_fam_BL96086	1-1	2	0
ENSDARG00000023766	ohn_fam_BL96086	1-1	2	0
ENSDARG00000098296	ohn_fam_BL96086	1-1	2	1
BL96080	ohn_fam_BL96080	1-1	1	0
ENSDARG00000039887	ohn_fam_BL96080	1-1	1	0
BL08595	ohn_fam_BL08595	1-1	2	0
ENSDARG00000031240	ohn_fam_BL08595	1-1	2	2
ENSDARG00000017338	ohn_fam_BL08595	1-1	2	2
BL08592	ohn_fam_BL08592	1-1	1	0
ENSDARG00000003693	ohn_fam_BL08592	1-1	1	0
BL08591	ohn_fam_BL08591	1-1	1	0
ENSDARG00000029660	ohn_fam_BL08591	1-1	1	0
BL00365	ohn_fam_BL00365	1-1	1	0
ENSDARG00000090971	ohn_fam_BL00365	1-1	1	0
BL03972	ohn_fam_BL03972	1-1	1	0
ENSDARG00000058319	ohn_fam_BL03972	1-1	1	0
BL11269	ohn_fam_BL11269	1-1	2	3
ENSDARG00000020581	ohn_fam_BL11269	1-1	2	2
ENSDARG00000030832	ohn_fam_BL11269	1-1	2	0
BL00360	ohn_fam_BL00360	1-2	3	0
ENSDARG00000104883	ohn_fam_BL00360	1-2	3	3
ENSDARG00000053820	ohn_fam_BL00360	1-2	3	0
ENSDARG00000053152	ohn_fam_BL00360	1-2	3	0
BL00361	ohn_fam_BL00361	1-1	1	0
ENSDARG00000051891	ohn_fam_BL00361	1-1	1	1
BL00362	ohn_fam_BL00362	1-1	2	0
ENSDARG00000052178	ohn_fam_BL00362	1-1	2	1
ENSDARG00000005827	ohn_fam_BL00362	1-1	2	0
BL11261	ohn_fam_BL11261	1-1	1	0
ENSDARG00000052816	ohn_fam_BL11261	1-1	1	0
BL00368	ohn_fam_BL00368	1-3	3	0
ENSDARG00000001803	ohn_fam_BL00368	1-3	3	0
ENSDARG00000029881	ohn_fam_BL00368	1-3	3	2
ENSDARG00000062687	ohn_fam_BL00368	1-3	3	0
BL24542	ohn_fam_BL24542	1-2	1	0
ENSDARG00000071065	ohn_fam_BL24542	1-2	1	3
BL97023	ohn_fam_BL97023	1-1	1	0
ENSDARG00000056583	ohn_fam_BL97023	1-1	1	0
BL97022	ohn_fam_BL97022	1-1	1	0
ENSDARG00000037708	ohn_fam_BL97022	1-1	1	0
BL12100	ohn_fam_BL12100	1-1	1	0
ENSDARG00000039684	ohn_fam_BL12100	1-1	1	0
BL20800	ohn_fam_BL20800	1-3	3	1
ENSDARG00000042925	ohn_fam_BL20800	1-3	3	0
ENSDARG00000037879	ohn_fam_BL20800	1-3	3	1
ENSDARG00000019746	ohn_fam_BL20800	1-3	3	0
BL20809	ohn_fam_BL20809	1-1	1	0
ENSDARG00000004891	ohn_fam_BL20809	1-1	1	0
BL20998	ohn_fam_BL20998	1-1	1	0
ENSDARG00000011146	ohn_fam_BL20998	1-1	1	0
BL19216	ohn_fam_BL19216	1-1	1	0
ENSDARG00000004171	ohn_fam_BL19216	1-1	1	0
BL19219	ohn_fam_BL19219	1-1	1	0
ENSDARG00000044255	ohn_fam_BL19219	1-1	1	1
BL21048	ohn_fam_BL21048	1-2	2	0
ENSDARG00000078216	ohn_fam_BL21048	1-2	2	0
ENSDARG00000042670	ohn_fam_BL21048	1-2	2	0
BL21044	ohn_fam_BL21044	1-1	1	1
ENSDARG00000097071	ohn_fam_BL21044	1-1	1	0
BL21041	ohn_fam_BL21041	1-2	1	0
ENSDARG00000021252	ohn_fam_BL21041	1-2	1	0
BL21042	ohn_fam_BL21042	1-1	1	0
ENSDARG00000002174	ohn_fam_BL21042	1-1	1	0
BL25974	ohn_fam_BL25974	1-2	1	0
ENSDARG00000012674	ohn_fam_BL25974	1-2	1	1
BL20399	ohn_fam_BL20399	1-1	1	0
ENSDARG00000060445	ohn_fam_BL20399	1-1	1	0
BL18627	ohn_fam_BL18627	1-1	1	1
ENSDARG00000062795	ohn_fam_BL18627	1-1	1	1
BL24735	ohn_fam_BL24735	1-1	1	1
ENSDARG00000097691	ohn_fam_BL24735	1-1	1	0
BL24738	ohn_fam_BL24738	1-1	1	0
ENSDARG00000088246	ohn_fam_BL24738	1-1	1	0
BL21812	ohn_fam_BL21812	1-1	2	0
ENSDARG00000037781	ohn_fam_BL21812	1-1	2	0
ENSDARG00000069029	ohn_fam_BL21812	1-1	2	3
BL21811	ohn_fam_BL21811	1-3	2	0
ENSDARG00000087640	ohn_fam_BL21811	1-3	2	0
ENSDARG00000087180	ohn_fam_BL21811	1-3	2	0
BL05497	ohn_fam_BL05497	1-2	1	0
ENSDARG00000003845	ohn_fam_BL05497	1-2	1	0
BL00468	ohn_fam_BL00468	1-1	1	0
ENSDARG00000102953	ohn_fam_BL00468	1-1	1	0
BL19311	ohn_fam_BL19311	1-1	2	0
ENSDARG00000035596	ohn_fam_BL19311	1-1	2	0
ENSDARG00000026582	ohn_fam_BL19311	1-1	2	0
BL06503	ohn_fam_BL06503	1-1	1	1
ENSDARG00000100261	ohn_fam_BL06503	1-1	1	0
BL10338	ohn_fam_BL10338	1-1	1	1
ENSDARG00000056259	ohn_fam_BL10338	1-1	1	0
BL10339	ohn_fam_BL10339	1-1	1	0
ENSDARG00000058885	ohn_fam_BL10339	1-1	1	0
BL05088	ohn_fam_BL05088	1-1	1	0
ENSDARG00000100115	ohn_fam_BL05088	1-1	1	1
BL05083	ohn_fam_BL05083	1-1	1	0
ENSDARG00000016138	ohn_fam_BL05083	1-1	1	0
BL11062	ohn_fam_BL11062	1-1	1	1
ENSDARG00000021120	ohn_fam_BL11062	1-1	1	0
BL11065	ohn_fam_BL11065	1-1	1	0
ENSDARG00000069278	ohn_fam_BL11065	1-1	1	0
BL00611	ohn_fam_BL00611	1-2	1	0
ENSDARG00000038635	ohn_fam_BL00611	1-2	1	0
BL16043	ohn_fam_BL16043	1-1	1	0
ENSDARG00000074137	ohn_fam_BL16043	1-1	1	0
BL16046	ohn_fam_BL16046	1-2	1	0
ENSDARG00000040440	ohn_fam_BL16046	1-2	1	0
BL16047	ohn_fam_BL16047	1-1	1	0
ENSDARG00000058220	ohn_fam_BL16047	1-1	1	0
BL16048	ohn_fam_BL16048	1-1	1	1
ENSDARG00000039934	ohn_fam_BL16048	1-1	1	2
BL02614	ohn_fam_BL02614	1-1	1	0
ENSDARG00000091367	ohn_fam_BL02614	1-1	1	0
BL08911	ohn_fam_BL08911	1-1	1	0
ENSDARG00000090386	ohn_fam_BL08911	1-1	1	2
BL12743	ohn_fam_BL12743	1-2	3	0
ENSDARG00000062884	ohn_fam_BL12743	1-2	3	0
ENSDARG00000074219	ohn_fam_BL12743	1-2	3	0
ENSDARG00000060348	ohn_fam_BL12743	1-2	3	0
BL12742	ohn_fam_BL12742	1-3	5	0
ENSDARG00000018968	ohn_fam_BL12742	1-3	5	3
ENSDARG00000017494	ohn_fam_BL12742	1-3	5	0
ENSDARG00000042259	ohn_fam_BL12742	1-3	5	3
ENSDARG00000052142	ohn_fam_BL12742	1-3	5	3
ENSDARG00000086172	ohn_fam_BL12742	1-3	5	2
BL09349	ohn_fam_BL09349	1-1	1	1
ENSDARG00000002600	ohn_fam_BL09349	1-1	1	0
BL22673	ohn_fam_BL22673	1-1	1	0
ENSDARG00000069521	ohn_fam_BL22673	1-1	1	3
BL22670	ohn_fam_BL22670	1-1	1	0
ENSDARG00000057255	ohn_fam_BL22670	1-1	1	0
BL10071	ohn_fam_BL10071	1-1	1	0
ENSDARG00000086332	ohn_fam_BL10071	1-1	1	0
BL10073	ohn_fam_BL10073	1-1	1	0
ENSDARG00000008623	ohn_fam_BL10073	1-1	1	0
BL15002	ohn_fam_BL15002	1-1	1	0
ENSDARG00000042509	ohn_fam_BL15002	1-1	1	0
BL09835	ohn_fam_BL09835	1-1	1	1
ENSDARG00000004176	ohn_fam_BL09835	1-1	1	3
BL09830	ohn_fam_BL09830	1-4	7	0
ENSDARG00000063207	ohn_fam_BL09830	1-4	7	0
ENSDARG00000090408	ohn_fam_BL09830	1-4	7	0
ENSDARG00000013847	ohn_fam_BL09830	1-4	7	0
ENSDARG00000026294	ohn_fam_BL09830	1-4	7	3
ENSDARG00000089536	ohn_fam_BL09830	1-4	7	0
ENSDARG00000036993	ohn_fam_BL09830	1-4	7	1
ENSDARG00000006202	ohn_fam_BL09830	1-4	7	3
BL08120	ohn_fam_BL08120	1-1	1	1
ENSDARG00000015937	ohn_fam_BL08120	1-1	1	0
BL08125	ohn_fam_BL08125	1-1	1	0
ENSDARG00000052118	ohn_fam_BL08125	1-1	1	4
BL24288	ohn_fam_BL24288	1-1	1	0
ENSDARG00000016721	ohn_fam_BL24288	1-1	1	3
BL24284	ohn_fam_BL24284	1-1	1	0
ENSDARG00000038567	ohn_fam_BL24284	1-1	1	1
BL24283	ohn_fam_BL24283	1-1	1	0
ENSDARG00000042793	ohn_fam_BL24283	1-1	1	2
BL19802	ohn_fam_BL19802	1-1	1	0
ENSDARG00000024471	ohn_fam_BL19802	1-1	1	0
BL19808	ohn_fam_BL19808	1-1	1	0
ENSDARG00000063030	ohn_fam_BL19808	1-1	1	0
BL75791	ohn_fam_BL75791	1-1	1	0
ENSDARG00000019332	ohn_fam_BL75791	1-1	1	2
BL15830	ohn_fam_BL15830	1-1	1	0
ENSDARG00000027825	ohn_fam_BL15830	1-1	1	0
BL17546	ohn_fam_BL17546	1-1	2	0
ENSDARG00000019001	ohn_fam_BL17546	1-1	2	0
ENSDARG00000017023	ohn_fam_BL17546	1-1	2	0
BL46411	ohn_fam_BL46411	1-1	1	0
ENSDARG00000042456	ohn_fam_BL46411	1-1	1	0
BL19390	ohn_fam_BL19390	1-1	1	0
ENSDARG00000041340	ohn_fam_BL19390	1-1	1	1
BL19025	ohn_fam_BL19025	1-1	1	0
ENSDARG00000101846	ohn_fam_BL19025	1-1	1	0
BL14016	ohn_fam_BL14016	1-1	1	0
ENSDARG00000074393	ohn_fam_BL14016	1-1	1	1
BL14014	ohn_fam_BL14014	1-2	4	1
ENSDARG00000024195	ohn_fam_BL14014	1-2	4	3
ENSDARG00000077762	ohn_fam_BL14014	1-2	4	0
ENSDARG00000061718	ohn_fam_BL14014	1-2	4	3
ENSDARG00000060113	ohn_fam_BL14014	1-2	4	3
BL19028	ohn_fam_BL19028	1-3	4	0
ENSDARG00000043084	ohn_fam_BL19028	1-3	4	1
ENSDARG00000035571	ohn_fam_BL19028	1-3	4	0
ENSDARG00000058452	ohn_fam_BL19028	1-3	4	1
ENSDARG00000091433	ohn_fam_BL19028	1-3	4	0
BL05862	ohn_fam_BL05862	1-1	1	0
ENSDARG00000030964	ohn_fam_BL05862	1-1	1	1
BL08873	ohn_fam_BL08873	1-1	1	0
ENSDARG00000054154	ohn_fam_BL08873	1-1	1	0
BL04801	ohn_fam_BL04801	1-2	2	0
ENSDARG00000010244	ohn_fam_BL04801	1-2	2	0
ENSDARG00000070437	ohn_fam_BL04801	1-2	2	0
BL04803	ohn_fam_BL04803	1-1	1	0
ENSDARG00000058782	ohn_fam_BL04803	1-1	1	1
BL04808	ohn_fam_BL04808	1-1	1	0
ENSDARG00000015422	ohn_fam_BL04808	1-1	1	3
BL18812	ohn_fam_BL18812	1-1	1	0
ENSDARG00000001897	ohn_fam_BL18812	1-1	1	0
BL18810	ohn_fam_BL18810	1-2	2	0
ENSDARG00000104734	ohn_fam_BL18810	1-2	2	3
ENSDARG00000062634	ohn_fam_BL18810	1-2	2	0
BL18816	ohn_fam_BL18816	1-1	1	0
ENSDARG00000058306	ohn_fam_BL18816	1-1	1	0
BL18894	ohn_fam_BL18894	1-2	1	0
ENSDARG00000016516	ohn_fam_BL18894	1-2	1	0
BL07576	ohn_fam_BL07576	1-1	1	0
ENSDARG00000087693	ohn_fam_BL07576	1-1	1	3
BL07571	ohn_fam_BL07571	1-1	1	1
ENSDARG00000025559	ohn_fam_BL07571	1-1	1	1
BL13892	ohn_fam_BL13892	1-1	1	0
ENSDARG00000016513	ohn_fam_BL13892	1-1	1	0
BL13893	ohn_fam_BL13893	1-1	1	0
ENSDARG00000059809	ohn_fam_BL13893	1-1	1	1
BL13890	ohn_fam_BL13890	1-1	8	0
ENSDARG00000024789	ohn_fam_BL13890	1-1	8	2
ENSDARG00000051795	ohn_fam_BL13890	1-1	8	0
ENSDARG00000026049	ohn_fam_BL13890	1-1	8	0
ENSDARG00000014427	ohn_fam_BL13890	1-1	8	0
ENSDARG00000004953	ohn_fam_BL13890	1-1	8	0
ENSDARG00000021688	ohn_fam_BL13890	1-1	8	3
ENSDARG00000008019	ohn_fam_BL13890	1-1	8	0
ENSDARG00000023369	ohn_fam_BL13890	1-1	8	0
BL13896	ohn_fam_BL13896	1-2	2	0
ENSDARG00000042835	ohn_fam_BL13896	1-2	2	3
ENSDARG00000019293	ohn_fam_BL13896	1-2	2	0
BL13894	ohn_fam_BL13894	1-1	1	0
ENSDARG00000078751	ohn_fam_BL13894	1-1	1	0
BL13895	ohn_fam_BL13895	1-2	4	0
ENSDARG00000053668	ohn_fam_BL13895	1-2	4	3
ENSDARG00000062137	ohn_fam_BL13895	1-2	4	0
ENSDARG00000061205	ohn_fam_BL13895	1-2	4	2
ENSDARG00000074225	ohn_fam_BL13895	1-2	4	1
BL10278	ohn_fam_BL10278	1-1	1	1
ENSDARG00000026053	ohn_fam_BL10278	1-1	1	2
BL10275	ohn_fam_BL10275	1-1	1	1
ENSDARG00000045542	ohn_fam_BL10275	1-1	1	0
BL10274	ohn_fam_BL10274	1-1	1	1
ENSDARG00000042458	ohn_fam_BL10274	1-1	1	1
BL10273	ohn_fam_BL10273	1-1	1	0
ENSDARG00000044093	ohn_fam_BL10273	1-1	1	2
BL10271	ohn_fam_BL10271	1-1	1	0
ENSDARG00000099429	ohn_fam_BL10271	1-1	1	0
BL08324	ohn_fam_BL08324	1-1	1	1
ENSDARG00000040005	ohn_fam_BL08324	1-1	1	0
BL00137	ohn_fam_BL00137	1-1	1	1
ENSDARG00000041586	ohn_fam_BL00137	1-1	1	0
BL00131	ohn_fam_BL00131	1-2	3	0
ENSDARG00000040001	ohn_fam_BL00131	1-2	3	0
ENSDARG00000056001	ohn_fam_BL00131	1-2	3	3
ENSDARG00000013921	ohn_fam_BL00131	1-2	3	0
BL00132	ohn_fam_BL00132	1-2	3	0
ENSDARG00000045343	ohn_fam_BL00132	1-2	3	1
ENSDARG00000078109	ohn_fam_BL00132	1-2	3	1
ENSDARG00000074367	ohn_fam_BL00132	1-2	3	0
BL04498	ohn_fam_BL04498	1-1	1	0
ENSDARG00000039770	ohn_fam_BL04498	1-1	1	0
BL04496	ohn_fam_BL04496	1-1	1	0
ENSDARG00000032516	ohn_fam_BL04496	1-1	1	0
BL08491	ohn_fam_BL08491	1-1	1	0
ENSDARG00000062198	ohn_fam_BL08491	1-1	1	0
BL08495	ohn_fam_BL08495	1-2	3	0
ENSDARG00000058203	ohn_fam_BL08495	1-2	3	1
ENSDARG00000014402	ohn_fam_BL08495	1-2	3	0
ENSDARG00000055754	ohn_fam_BL08495	1-2	3	2
BL04148	ohn_fam_BL04148	1-1	1	0
ENSDARG00000038064	ohn_fam_BL04148	1-1	1	0
BL04149	ohn_fam_BL04149	1-1	1	0
ENSDARG00000079818	ohn_fam_BL04149	1-1	1	0
BL00797	ohn_fam_BL00797	1-1	1	0
ENSDARG00000070284	ohn_fam_BL00797	1-1	1	0
BL00796	ohn_fam_BL00796	1-2	3	0
ENSDARG00000010246	ohn_fam_BL00796	1-2	3	0
ENSDARG00000045760	ohn_fam_BL00796	1-2	3	0
ENSDARG00000040633	ohn_fam_BL00796	1-2	3	0
BL16941	ohn_fam_BL16941	1-1	1	1
ENSDARG00000056414	ohn_fam_BL16941	1-1	1	0
BL16940	ohn_fam_BL16940	1-1	1	1
ENSDARG00000060041	ohn_fam_BL16940	1-1	1	0
BL16946	ohn_fam_BL16946	1-1	1	0
ENSDARG00000100584	ohn_fam_BL16946	1-1	1	0
BL16949	ohn_fam_BL16949	1-1	1	0
ENSDARG00000101602	ohn_fam_BL16949	1-1	1	0
BL02792	ohn_fam_BL02792	1-1	1	2
ENSDARG00000041493	ohn_fam_BL02792	1-1	1	1
BL00864	ohn_fam_BL00864	1-2	3	0
ENSDARG00000032426	ohn_fam_BL00864	1-2	3	0
ENSDARG00000101130	ohn_fam_BL00864	1-2	3	0
ENSDARG00000020123	ohn_fam_BL00864	1-2	3	0
BL02426	ohn_fam_BL02426	1-1	2	1
ENSDARG00000014041	ohn_fam_BL02426	1-1	2	1
ENSDARG00000073721	ohn_fam_BL02426	1-1	2	0
BL16365	ohn_fam_BL16365	1-1	1	1
ENSDARG00000070682	ohn_fam_BL16365	1-1	1	0
BL16362	ohn_fam_BL16362	1-1	1	0
ENSDARG00000063211	ohn_fam_BL16362	1-1	1	1
BL22582	ohn_fam_BL22582	1-1	1	0
ENSDARG00000013880	ohn_fam_BL22582	1-1	1	0
BL22585	ohn_fam_BL22585	1-1	1	0
ENSDARG00000017084	ohn_fam_BL22585	1-1	1	0
BL17704	ohn_fam_BL17704	1-1	1	0
ENSDARG00000091092	ohn_fam_BL17704	1-1	1	0
BL11438	ohn_fam_BL11438	1-1	1	0
ENSDARG00000103296	ohn_fam_BL11438	1-1	1	0
BL13467	ohn_fam_BL13467	1-2	2	0
ENSDARG00000075632	ohn_fam_BL13467	1-2	2	0
ENSDARG00000056984	ohn_fam_BL13467	1-2	2	1
BL13285	ohn_fam_BL13285	1-1	1	0
ENSDARG00000075400	ohn_fam_BL13285	1-1	1	1
BL02544	ohn_fam_BL02544	1-1	1	0
ENSDARG00000014313	ohn_fam_BL02544	1-1	1	0
BL09737	ohn_fam_BL09737	1-1	1	1
ENSDARG00000079202	ohn_fam_BL09737	1-1	1	0
BL09730	ohn_fam_BL09730	1-2	2	0
ENSDARG00000070839	ohn_fam_BL09730	1-2	2	3
ENSDARG00000052766	ohn_fam_BL09730	1-2	2	1
BL09731	ohn_fam_BL09731	1-1	1	0
ENSDARG00000019556	ohn_fam_BL09731	1-1	1	3
BL22005	ohn_fam_BL22005	1-1	1	0
ENSDARG00000095879	ohn_fam_BL22005	1-1	1	0
BL22002	ohn_fam_BL22002	1-1	1	0
ENSDARG00000025391	ohn_fam_BL22002	1-1	1	0
BL22009	ohn_fam_BL22009	1-1	1	1
ENSDARG00000019529	ohn_fam_BL22009	1-1	1	0
BL96792	ohn_fam_BL96792	1-1	1	0
ENSDARG00000028971	ohn_fam_BL96792	1-1	1	0
BL96790	ohn_fam_BL96790	1-2	1	0
ENSDARG00000098732	ohn_fam_BL96790	1-2	1	0
BL96249	ohn_fam_BL96249	1-2	2	0
ENSDARG00000008662	ohn_fam_BL96249	1-2	2	0
ENSDARG00000057062	ohn_fam_BL96249	1-2	2	0
BL23844	ohn_fam_BL23844	1-1	1	0
ENSDARG00000092776	ohn_fam_BL23844	1-1	1	0
BL24095	ohn_fam_BL24095	1-1	1	2
ENSDARG00000026224	ohn_fam_BL24095	1-1	1	0
BL24096	ohn_fam_BL24096	1-1	1	0
ENSDARG00000033597	ohn_fam_BL24096	1-1	1	0
BL24092	ohn_fam_BL24092	1-4	7	0
ENSDARG00000001881	ohn_fam_BL24092	1-4	7	0
ENSDARG00000076030	ohn_fam_BL24092	1-4	7	0
ENSDARG00000009738	ohn_fam_BL24092	1-4	7	0
ENSDARG00000002167	ohn_fam_BL24092	1-4	7	0
ENSDARG00000099045	ohn_fam_BL24092	1-4	7	0
ENSDARG00000062174	ohn_fam_BL24092	1-4	7	1
ENSDARG00000055565	ohn_fam_BL24092	1-4	7	1
BL24093	ohn_fam_BL24093	1-4	4	0
ENSDARG00000032083	ohn_fam_BL24093	1-4	4	1
ENSDARG00000002587	ohn_fam_BL24093	1-4	4	0
ENSDARG00000103490	ohn_fam_BL24093	1-4	4	1
ENSDARG00000056742	ohn_fam_BL24093	1-4	4	1
BL20575	ohn_fam_BL20575	1-1	1	0
ENSDARG00000101116	ohn_fam_BL20575	1-1	1	0
BL01226	ohn_fam_BL01226	1-4	2	0
ENSDARG00000015524	ohn_fam_BL01226	1-4	2	1
ENSDARG00000037506	ohn_fam_BL01226	1-4	2	0
BL01225	ohn_fam_BL01225	1-1	1	1
ENSDARG00000102167	ohn_fam_BL01225	1-1	1	0
BL01222	ohn_fam_BL01222	1-1	1	0
ENSDARG00000043640	ohn_fam_BL01222	1-1	1	0
BL22152	ohn_fam_BL22152	1-1	1	0
ENSDARG00000016532	ohn_fam_BL22152	1-1	1	1
BL18233	ohn_fam_BL18233	1-2	3	0
ENSDARG00000001994	ohn_fam_BL18233	1-2	3	0
ENSDARG00000056036	ohn_fam_BL18233	1-2	3	0
ENSDARG00000007603	ohn_fam_BL18233	1-2	3	0
BL18234	ohn_fam_BL18234	1-2	1	1
ENSDARG00000102634	ohn_fam_BL18234	1-2	1	0
BL22155	ohn_fam_BL22155	1-1	1	0
ENSDARG00000105123	ohn_fam_BL22155	1-1	1	1
BL22158	ohn_fam_BL22158	1-1	2	0
ENSDARG00000030108	ohn_fam_BL22158	1-1	2	1
ENSDARG00000100435	ohn_fam_BL22158	1-1	2	0
BL17468	ohn_fam_BL17468	1-1	1	0
ENSDARG00000038500	ohn_fam_BL17468	1-1	1	0
BL12498	ohn_fam_BL12498	1-1	1	0
ENSDARG00000062872	ohn_fam_BL12498	1-1	1	3
BL04307	ohn_fam_BL04307	1-1	1	0
ENSDARG00000002016	ohn_fam_BL04307	1-1	1	0
BL04304	ohn_fam_BL04304	1-1	1	0
ENSDARG00000054334	ohn_fam_BL04304	1-1	1	1
BL04300	ohn_fam_BL04300	1-2	2	0
ENSDARG00000045554	ohn_fam_BL04300	1-2	2	0
ENSDARG00000062770	ohn_fam_BL04300	1-2	2	0
BL04308	ohn_fam_BL04308	1-1	1	0
ENSDARG00000092305	ohn_fam_BL04308	1-1	1	0
BL02220	ohn_fam_BL02220	1-2	3	0
ENSDARG00000100715	ohn_fam_BL02220	1-2	3	0
ENSDARG00000010779	ohn_fam_BL02220	1-2	3	0
ENSDARG00000042467	ohn_fam_BL02220	1-2	3	0
BL02226	ohn_fam_BL02226	1-1	1	0
ENSDARG00000017049	ohn_fam_BL02226	1-1	1	0
BL02224	ohn_fam_BL02224	1-1	1	0
ENSDARG00000030981	ohn_fam_BL02224	1-1	1	1
BL02228	ohn_fam_BL02228	1-1	1	0
ENSDARG00000087352	ohn_fam_BL02228	1-1	1	2
BL06219	ohn_fam_BL06219	1-1	1	0
ENSDARG00000038290	ohn_fam_BL06219	1-1	1	0
BL06213	ohn_fam_BL06213	1-1	1	2
ENSDARG00000076339	ohn_fam_BL06213	1-1	1	0
BL13912	ohn_fam_BL13912	1-1	1	0
ENSDARG00000075824	ohn_fam_BL13912	1-1	1	0
BL05170	ohn_fam_BL05170	1-2	4	1
ENSDARG00000098443	ohn_fam_BL05170	1-2	4	0
ENSDARG00000018898	ohn_fam_BL05170	1-2	4	0
ENSDARG00000002271	ohn_fam_BL05170	1-2	4	0
ENSDARG00000093978	ohn_fam_BL05170	1-2	4	0
BL04203	ohn_fam_BL04203	1-1	1	0
ENSDARG00000103318	ohn_fam_BL04203	1-1	1	0
BL10753	ohn_fam_BL10753	1-1	1	2
ENSDARG00000075754	ohn_fam_BL10753	1-1	1	1
BL10757	ohn_fam_BL10757	1-1	1	0
ENSDARG00000060679	ohn_fam_BL10757	1-1	1	1
BL16759	ohn_fam_BL16759	1-3	2	1
ENSDARG00000021305	ohn_fam_BL16759	1-3	2	0
ENSDARG00000100917	ohn_fam_BL16759	1-3	2	0
BL11406	ohn_fam_BL11406	1-1	1	1
ENSDARG00000019707	ohn_fam_BL11406	1-1	1	0
BL11403	ohn_fam_BL11403	1-1	2	0
ENSDARG00000076632	ohn_fam_BL11403	1-1	2	1
ENSDARG00000052787	ohn_fam_BL11403	1-1	2	0
BL11400	ohn_fam_BL11400	1-2	1	0
ENSDARG00000068641	ohn_fam_BL11400	1-2	1	0
BL12276	ohn_fam_BL12276	1-1	1	0
ENSDARG00000017781	ohn_fam_BL12276	1-1	1	0
BL13586	ohn_fam_BL13586	1-2	3	0
ENSDARG00000077946	ohn_fam_BL13586	1-2	3	1
