Bla	Dre	mm_cat	dre_cat
BL22218	ENSDARG00000069495	1-1	2
BL24110	ENSDARG00000046148	1-4	4
BL24110	ENSDARG00000086457	1-4	4
BL24110	ENSDARG00000088709	1-4	4
BL24110	ENSDARG00000075592	1-4	4
BL21548	ENSDARG00000012747	1-1	1
BL21540	ENSDARG00000044626	1-2	2
BL21540	ENSDARG00000016964	1-2	2
BL06055	ENSDARG00000100901	1-1	1
BL06051	ENSDARG00000012368	1-2	1
BL77531	ENSDARG00000002362	1-3	3
BL77531	ENSDARG00000020976	1-3	3
BL77531	ENSDARG00000100107	1-3	3
BL06584	ENSDARG00000022730	1-1	1
BL01581	ENSDARG00000069314	1-1	1
BL01580	ENSDARG00000015917	1-2	2
BL01580	ENSDARG00000053019	1-2	2
BL01050	ENSDARG00000004696	1-1	1
BL05776	ENSDARG00000011553	1-1	1
BL05770	ENSDARG00000003207	1-1	1
BL05772	ENSDARG00000062446	1-1	1
BL78634	ENSDARG00000057166	1-1	1
BL79142	ENSDARG00000074985	1-1	1
BL16517	ENSDARG00000016979	1-2	2
BL16517	ENSDARG00000052304	1-2	2
BL07047	ENSDARG00000078301	1-1	1
BL95485	ENSDARG00000012072	1-1	1
BL95484	ENSDARG00000004270	1-3	3
BL95484	ENSDARG00000057719	1-3	3
BL95484	ENSDARG00000060481	1-3	3
BL13036	ENSDARG00000056639	1-2	2
BL13036	ENSDARG00000086990	1-2	2
BL13037	ENSDARG00000095086	1-1	1
BL13038	ENSDARG00000038075	1-1	1
BL22250	ENSDARG00000063682	1-1	2
BL22250	ENSDARG00000061904	1-1	2
BL11300	ENSDARG00000035776	1-1	1
BL09311	ENSDARG00000078894	1-1	1
BL11302	ENSDARG00000027547	1-1	1
BL11306	ENSDARG00000067560	1-1	1
BL02826	ENSDARG00000020611	1-1	1
BL08706	ENSDARG00000100186	1-1	1
BL08704	ENSDARG00000054447	1-3	4
BL08704	ENSDARG00000077828	1-3	4
BL08704	ENSDARG00000001767	1-3	4
BL08704	ENSDARG00000101289	1-3	4
BL14878	ENSDARG00000037109	1-1	1
BL00554	ENSDARG00000098140	1-3	3
BL00554	ENSDARG00000014652	1-3	3
BL00554	ENSDARG00000061901	1-3	3
BL16655	ENSDARG00000058202	1-1	1
BL16654	ENSDARG00000045935	1-1	1
BL16659	ENSDARG00000102470	1-3	5
BL16659	ENSDARG00000015184	1-3	5
BL16659	ENSDARG00000062667	1-3	5
BL16659	ENSDARG00000076872	1-3	5
BL16659	ENSDARG00000009386	1-3	5
BL16658	ENSDARG00000063167	1-2	2
BL16658	ENSDARG00000041078	1-2	2
BL12020	ENSDARG00000063588	1-1	1
BL12021	ENSDARG00000079217	1-1	1
BL12025	ENSDARG00000044484	1-1	1
BL23345	ENSDARG00000071087	1-1	1
BL23347	ENSDARG00000010738	1-1	1
BL23346	ENSDARG00000032039	1-4	4
BL23346	ENSDARG00000040884	1-4	4
BL23346	ENSDARG00000098350	1-4	4
BL23346	ENSDARG00000054031	1-4	4
BL23341	ENSDARG00000038743	1-1	1
BL23349	ENSDARG00000068702	1-2	2
BL23349	ENSDARG00000024693	1-2	2
BL20928	ENSDARG00000078773	1-1	1
BL18106	ENSDARG00000077526	1-1	1
BL09548	ENSDARG00000069133	1-2	3
BL09548	ENSDARG00000042947	1-2	3
BL09548	ENSDARG00000044924	1-2	3
BL17017	ENSDARG00000103288	1-1	1
BL17014	ENSDARG00000003877	1-1	2
BL17014	ENSDARG00000077038	1-1	2
BL17013	ENSDARG00000011611	1-2	1
BL17018	ENSDARG00000091655	1-1	2
BL17018	ENSDARG00000105187	1-1	2
BL13777	ENSDARG00000051939	1-1	2
BL13777	ENSDARG00000098766	1-1	2
BL13776	ENSDARG00000054076	1-1	2
BL13776	ENSDARG00000044072	1-1	2
BL22435	ENSDARG00000063270	1-3	3
BL22435	ENSDARG00000059804	1-3	3
BL22435	ENSDARG00000079059	1-3	3
BL22432	ENSDARG00000025074	1-1	2
BL22432	ENSDARG00000097890	1-1	2
BL03456	ENSDARG00000006392	1-1	1
BL14099	ENSDARG00000003971	1-2	3
BL14099	ENSDARG00000004023	1-2	3
BL14099	ENSDARG00000053499	1-2	3
BL14096	ENSDARG00000103464	1-1	1
BL14095	ENSDARG00000062040	1-2	2
BL14095	ENSDARG00000079453	1-2	2
BL14092	ENSDARG00000038312	1-1	1
BL14090	ENSDARG00000062258	1-1	1
BL82503	ENSDARG00000076155	1-1	1
BL15328	ENSDARG00000000516	1-1	1
BL15327	ENSDARG00000045696	1-1	1
BL18543	ENSDARG00000055569	1-1	1
BL18542	ENSDARG00000060600	1-1	1
BL18545	ENSDARG00000055912	1-3	3
BL18545	ENSDARG00000026682	1-3	3
BL18545	ENSDARG00000059365	1-3	3
BL18547	ENSDARG00000042139	1-1	1
BL18546	ENSDARG00000075156	1-2	2
BL18546	ENSDARG00000062081	1-2	2
BL04885	ENSDARG00000103851	1-3	4
BL04885	ENSDARG00000076847	1-3	4
BL04885	ENSDARG00000079688	1-3	4
BL04885	ENSDARG00000074161	1-3	4
BL18890	ENSDARG00000060554	1-1	1
BL18898	ENSDARG00000017658	1-1	1
BL06628	ENSDARG00000102265	1-1	1
BL06627	ENSDARG00000098458	1-1	1
BL01934	ENSDARG00000068291	1-1	1
BL01931	ENSDARG00000098130	1-1	1
BL01939	ENSDARG00000060035	1-1	1
BL22870	ENSDARG00000035706	1-3	3
BL22870	ENSDARG00000078675	1-3	3
BL22870	ENSDARG00000055225	1-3	3
BL20489	ENSDARG00000078179	1-3	2
BL20489	ENSDARG00000062023	1-3	2
BL11146	ENSDARG00000090826	1-1	1
BL11147	ENSDARG00000015254	1-1	2
BL11147	ENSDARG00000022810	1-1	2
BL30941	ENSDARG00000036295	1-2	3
BL30941	ENSDARG00000057676	1-2	3
BL30941	ENSDARG00000105099	1-2	3
BL00717	ENSDARG00000061061	1-1	1
BL04417	ENSDARG00000027887	1-1	1
BL04414	ENSDARG00000039892	1-1	1
BL04412	ENSDARG00000062042	1-1	1
BL04411	ENSDARG00000061640	1-4	4
BL04411	ENSDARG00000020134	1-4	4
BL04411	ENSDARG00000061699	1-4	4
BL04411	ENSDARG00000076697	1-4	4
BL04419	ENSDARG00000074363	1-3	3
BL04419	ENSDARG00000068421	1-3	3
BL04419	ENSDARG00000007025	1-3	3
BL16496	ENSDARG00000046074	1-1	1
BL16498	ENSDARG00000044400	1-1	1
BL02710	ENSDARG00000098660	1-1	1
BL95839	ENSDARG00000006494	1-1	1
BL13206	ENSDARG00000034503	1-3	4
BL13206	ENSDARG00000056885	1-3	4
BL13206	ENSDARG00000012499	1-3	4
BL13206	ENSDARG00000010519	1-3	4
BL13203	ENSDARG00000091777	1-1	1
BL12551	ENSDARG00000079160	1-1	1
BL12555	ENSDARG00000002304	1-1	1
BL12559	ENSDARG00000077516	1-1	1
BL13209	ENSDARG00000040538	1-2	3
BL13209	ENSDARG00000016084	1-2	3
BL13209	ENSDARG00000056515	1-2	3
BL14252	ENSDARG00000009870	1-3	4
BL14252	ENSDARG00000031888	1-3	4
BL14252	ENSDARG00000077364	1-3	4
BL14252	ENSDARG00000102730	1-3	4
BL10959	ENSDARG00000042637	1-1	1
BL10955	ENSDARG00000013236	1-1	1
BL09154	ENSDARG00000073910	1-1	1
BL09155	ENSDARG00000019877	1-1	1
BL22735	ENSDARG00000075129	1-2	2
BL22735	ENSDARG00000036629	1-2	2
BL09159	ENSDARG00000094792	1-2	3
BL09159	ENSDARG00000011661	1-2	3
BL09159	ENSDARG00000009727	1-2	3
BL02418	ENSDARG00000039535	1-1	1
BL14174	ENSDARG00000022659	1-1	1
BL15129	ENSDARG00000013250	1-3	1
BL15125	ENSDARG00000101900	1-1	1
BL15126	ENSDARG00000075107	1-2	3
BL15126	ENSDARG00000019835	1-2	3
BL15126	ENSDARG00000104107	1-2	3
BL14175	ENSDARG00000096897	1-1	1
BL96718	ENSDARG00000016093	1-1	1
BL15123	ENSDARG00000079751	1-1	1
BL05610	ENSDARG00000097988	1-2	3
BL05610	ENSDARG00000012603	1-2	3
BL05610	ENSDARG00000053370	1-2	3
BL24369	ENSDARG00000019950	1-1	1
BL24364	ENSDARG00000045754	1-1	1
BL24365	ENSDARG00000067601	1-2	2
BL24365	ENSDARG00000097583	1-2	2
BL19925	ENSDARG00000053992	1-1	1
BL22734	ENSDARG00000056339	1-1	1
BL12617	ENSDARG00000053878	1-1	1
BL12613	ENSDARG00000059835	1-1	1
BL12611	ENSDARG00000015662	1-2	2
BL12611	ENSDARG00000070454	1-2	2
BL12619	ENSDARG00000056517	1-1	1
BL21829	ENSDARG00000095947	1-1	2
BL21829	ENSDARG00000039429	1-1	2
BL14750	ENSDARG00000032372	1-1	1
BL22083	ENSDARG00000059925	1-1	1
BL21460	ENSDARG00000053452	1-1	1
BL21461	ENSDARG00000059304	1-2	2
BL21461	ENSDARG00000010717	1-2	2
BL21465	ENSDARG00000036481	1-2	1
BL21469	ENSDARG00000098623	1-1	1
BL31567	ENSDARG00000019763	1-1	2
BL31567	ENSDARG00000101456	1-1	2
BL20736	ENSDARG00000004161	1-1	1
BL20739	ENSDARG00000020232	1-1	1
BL24600	ENSDARG00000101222	1-1	1
BL24606	ENSDARG00000059725	1-1	1
BL19482	ENSDARG00000006345	1-1	1
BL19489	ENSDARG00000053912	1-2	1
BL06297	ENSDARG00000104541	1-1	1
BL06294	ENSDARG00000100651	1-2	1
BL06295	ENSDARG00000104374	1-1	1
BL06291	ENSDARG00000098834	1-3	4
BL06291	ENSDARG00000095743	1-3	4
BL06291	ENSDARG00000077811	1-3	4
BL06291	ENSDARG00000004588	1-3	4
BL06298	ENSDARG00000095034	1-1	1
BL01743	ENSDARG00000029479	1-1	2
BL01743	ENSDARG00000020607	1-1	2
BL01749	ENSDARG00000059600	1-1	1
BL24757	ENSDARG00000036870	1-1	2
BL24757	ENSDARG00000003616	1-1	2
BL21924	ENSDARG00000075673	1-2	4
BL21924	ENSDARG00000052950	1-2	4
BL21924	ENSDARG00000026840	1-2	4
BL21924	ENSDARG00000104295	1-2	4
BL21923	ENSDARG00000063009	1-1	1
BL10426	ENSDARG00000103923	1-1	1
BL10427	ENSDARG00000103511	1-2	1
BL41389	ENSDARG00000104567	1-3	4
BL41389	ENSDARG00000057093	1-3	4
BL41389	ENSDARG00000003098	1-3	4
BL41389	ENSDARG00000006124	1-3	4
BL05249	ENSDARG00000036394	1-1	1
BL04598	ENSDARG00000011506	1-4	3
BL04598	ENSDARG00000053010	1-4	3
BL04598	ENSDARG00000035028	1-4	3
BL04593	ENSDARG00000002213	1-1	1
BL16861	ENSDARG00000071325	1-1	1
BL16868	ENSDARG00000021220	1-2	2
BL16868	ENSDARG00000088740	1-2	2
BL11489	ENSDARG00000060510	1-2	2
BL11489	ENSDARG00000096578	1-2	2
BL11485	ENSDARG00000028614	1-2	1
BL04620	ENSDARG00000006545	1-1	1
BL04623	ENSDARG00000058873	1-1	3
BL04623	ENSDARG00000061656	1-1	3
BL04623	ENSDARG00000042387	1-1	3
BL02501	ENSDARG00000008551	1-1	1
BL02506	ENSDARG00000042747	1-1	1
BL09778	ENSDARG00000035535	1-1	1
BL16280	ENSDARG00000101579	1-2	3
BL16280	ENSDARG00000007485	1-2	3
BL16280	ENSDARG00000060054	1-2	3
BL16137	ENSDARG00000062139	1-1	1
BL56556	ENSDARG00000022531	1-3	3
BL56556	ENSDARG00000105112	1-3	3
BL56556	ENSDARG00000076748	1-3	3
BL17423	ENSDARG00000067639	1-1	1
BL17422	ENSDARG00000077815	1-1	1
BL17426	ENSDARG00000088073	1-4	4
BL17426	ENSDARG00000062517	1-4	4
BL17426	ENSDARG00000096989	1-4	4
BL17426	ENSDARG00000015293	1-4	4
BL17429	ENSDARG00000098584	1-1	1
BL17428	ENSDARG00000025850	1-1	1
BL08825	ENSDARG00000026178	1-1	1
BL08824	ENSDARG00000041376	1-1	1
BL13501	ENSDARG00000055027	1-1	1
BL13505	ENSDARG00000043740	1-1	1
BL13506	ENSDARG00000008947	1-1	1
BL13509	ENSDARG00000073963	1-1	1
BL95645	ENSDARG00000098903	1-4	6
BL95645	ENSDARG00000003732	1-4	6
BL95645	ENSDARG00000019457	1-4	6
BL95645	ENSDARG00000010794	1-4	6
BL95645	ENSDARG00000037833	1-4	6
BL95645	ENSDARG00000098745	1-4	6
BL95646	ENSDARG00000045675	1-1	1
BL95640	ENSDARG00000036755	1-1	1
BL23656	ENSDARG00000038780	1-1	2
BL23656	ENSDARG00000035066	1-1	2
BL11811	ENSDARG00000022795	1-3	3
BL11811	ENSDARG00000088933	1-3	3
BL11811	ENSDARG00000059308	1-3	3
BL96526	ENSDARG00000060392	1-1	1
BL08018	ENSDARG00000006838	1-2	4
BL08018	ENSDARG00000020850	1-2	4
BL08018	ENSDARG00000039502	1-2	4
BL08018	ENSDARG00000069951	1-2	4
BL24444	ENSDARG00000077696	1-1	1
BL89661	ENSDARG00000058729	1-2	2
BL89661	ENSDARG00000039969	1-2	2
BL24190	ENSDARG00000040463	1-2	2
BL24190	ENSDARG00000056163	1-2	2
BL24194	ENSDARG00000027915	1-2	1
BL20631	ENSDARG00000101619	1-1	1
BL20632	ENSDARG00000057986	1-1	1
BL20634	ENSDARG00000058471	1-1	1
BL20636	ENSDARG00000100385	1-1	1
BL20638	ENSDARG00000075825	1-1	1
BL20639	ENSDARG00000013861	1-1	2
BL20639	ENSDARG00000020887	1-1	2
BL22907	ENSDARG00000046106	1-1	1
BL22902	ENSDARG00000039754	1-1	1
BL22903	ENSDARG00000099903	1-1	1
BL18463	ENSDARG00000104771	1-1	1
BL18466	ENSDARG00000062721	1-3	3
BL18466	ENSDARG00000102766	1-3	3
BL18466	ENSDARG00000102914	1-3	3
BL18467	ENSDARG00000078313	1-2	4
BL18467	ENSDARG00000076729	1-2	4
BL18467	ENSDARG00000073843	1-2	4
BL18467	ENSDARG00000077410	1-2	4
BL18464	ENSDARG00000090002	1-1	2
BL18464	ENSDARG00000077584	1-1	2
BL05991	ENSDARG00000030830	1-1	1
BL05994	ENSDARG00000032584	1-1	1
BL04027	ENSDARG00000074507	1-1	1
BL04028	ENSDARG00000044567	1-1	1
BL22030	ENSDARG00000088157	1-2	1
BL21349	ENSDARG00000019572	1-3	1
BL02078	ENSDARG00000022350	1-1	1
BL02076	ENSDARG00000029931	1-1	1
BL12928	ENSDARG00000062968	1-2	2
BL12928	ENSDARG00000059460	1-2	2
BL12925	ENSDARG00000101018	1-1	1
BL95401	ENSDARG00000000943	1-2	2
BL95401	ENSDARG00000074265	1-2	2
BL95406	ENSDARG00000056369	1-1	1
BL03840	ENSDARG00000069706	1-1	1
BL03846	ENSDARG00000078760	1-2	3
BL03846	ENSDARG00000026855	1-2	3
BL03846	ENSDARG00000023886	1-2	3
BL23909	ENSDARG00000104128	1-2	3
BL23909	ENSDARG00000071031	1-2	3
BL23909	ENSDARG00000103529	1-2	3
BL03848	ENSDARG00000001578	1-1	1
BL05035	ENSDARG00000028889	1-1	1
BL10383	ENSDARG00000042946	1-2	1
BL10650	ENSDARG00000019951	1-1	1
BL10658	ENSDARG00000077174	1-2	2
BL10658	ENSDARG00000039459	1-2	2
BL11380	ENSDARG00000035880	1-2	2
BL11380	ENSDARG00000023967	1-2	2
BL08258	ENSDARG00000037361	1-3	4
BL08258	ENSDARG00000005254	1-3	4
BL08258	ENSDARG00000040912	1-3	4
BL08258	ENSDARG00000104519	1-3	4
BL08256	ENSDARG00000041600	1-1	1
BL03068	ENSDARG00000071233	1-1	2
BL03068	ENSDARG00000075209	1-1	2
BL03069	ENSDARG00000054980	1-1	1
BL11527	ENSDARG00000075143	1-1	1
BL11523	ENSDARG00000062864	1-1	1
BL11528	ENSDARG00000063539	1-1	2
BL11528	ENSDARG00000062271	1-1	2
BL69148	ENSDARG00000002523	1-1	1
BL17220	ENSDARG00000033126	1-1	1
BL06942	ENSDARG00000017140	1-1	2
BL06942	ENSDARG00000027590	1-1	2
BL14545	ENSDARG00000061889	1-1	1
BL15638	ENSDARG00000075422	1-1	1
BL15634	ENSDARG00000026400	1-1	1
BL15630	ENSDARG00000012453	1-1	1
BL15631	ENSDARG00000104901	1-1	1
BL23198	ENSDARG00000100060	1-1	1
BL23193	ENSDARG00000061723	1-1	1
BL23197	ENSDARG00000035924	1-2	2
BL23197	ENSDARG00000098317	1-2	2
BL03504	ENSDARG00000018871	1-1	1
BL03507	ENSDARG00000057857	1-1	1
BL62568	ENSDARG00000062889	1-2	4
BL62568	ENSDARG00000101217	1-2	4
BL62568	ENSDARG00000088222	1-2	4
BL62568	ENSDARG00000063018	1-2	4
BL23442	ENSDARG00000070109	1-1	1
BL23440	ENSDARG00000075110	1-3	5
BL23440	ENSDARG00000036257	1-3	5
BL23440	ENSDARG00000069484	1-3	5
BL23440	ENSDARG00000063713	1-3	5
BL23440	ENSDARG00000069765	1-3	5
BL23441	ENSDARG00000057287	1-1	1
BL20239	ENSDARG00000075687	1-1	1
BL20189	ENSDARG00000044404	1-1	1
BL20180	ENSDARG00000010281	1-1	1
BL20186	ENSDARG00000078598	1-3	3
BL20186	ENSDARG00000067564	1-3	3
BL20186	ENSDARG00000057625	1-3	3
BL24873	ENSDARG00000099921	1-1	1
BL24870	ENSDARG00000017385	1-1	1
BL18761	ENSDARG00000070579	1-1	3
BL18761	ENSDARG00000038248	1-1	3
BL18761	ENSDARG00000070581	1-1	3
BL18763	ENSDARG00000045398	1-1	1
BL07209	ENSDARG00000015946	1-2	1
BL07202	ENSDARG00000056453	1-3	4
BL07202	ENSDARG00000055284	1-3	4
BL07202	ENSDARG00000074806	1-3	4
BL07202	ENSDARG00000089162	1-3	4
BL07201	ENSDARG00000056244	1-2	4
BL07201	ENSDARG00000042833	1-2	4
BL07201	ENSDARG00000054036	1-2	4
BL07201	ENSDARG00000038300	1-2	4
BL07206	ENSDARG00000042087	1-1	1
BL19630	ENSDARG00000019732	1-2	1
BL19639	ENSDARG00000030156	1-1	1
BL22318	ENSDARG00000017454	1-1	1
BL24258	ENSDARG00000055739	1-2	2
BL24258	ENSDARG00000075177	1-2	2
BL24256	ENSDARG00000003961	1-1	1
BL24254	ENSDARG00000041991	1-1	1
BL24255	ENSDARG00000054250	1-1	1
BL24252	ENSDARG00000103208	1-2	3
BL24252	ENSDARG00000070299	1-2	3
BL24252	ENSDARG00000058244	1-2	3
BL21750	ENSDARG00000058226	1-2	2
BL21750	ENSDARG00000006546	1-2	2
BL21756	ENSDARG00000036092	1-1	1
BL06155	ENSDARG00000056085	1-1	1
BL88404	ENSDARG00000011932	1-1	2
BL88404	ENSDARG00000007601	1-1	2
BL31387	ENSDARG00000005828	1-1	2
BL31387	ENSDARG00000020814	1-1	2
BL20409	ENSDARG00000014536	1-1	1
BL20404	ENSDARG00000040779	1-1	1
BL01317	ENSDARG00000070834	1-1	1
BL42175	ENSDARG00000014591	1-1	1
BL22168	ENSDARG00000074465	1-2	2
BL22168	ENSDARG00000039225	1-2	2
BL14756	ENSDARG00000026369	1-3	2
BL14756	ENSDARG00000094730	1-3	2
BL19106	ENSDARG00000016815	1-1	1
BL19105	ENSDARG00000004925	1-1	1
BL18346	ENSDARG00000104801	1-2	1
BL18341	ENSDARG00000016011	1-1	1
BL18348	ENSDARG00000063525	1-1	1
BL16419	ENSDARG00000099528	1-1	1
BL16416	ENSDARG00000098573	1-3	2
BL16416	ENSDARG00000038107	1-3	2
BL16412	ENSDARG00000031637	1-1	1
BL05549	ENSDARG00000102640	1-1	1
BL03263	ENSDARG00000102532	1-3	3
BL03263	ENSDARG00000010789	1-3	3
BL03263	ENSDARG00000101759	1-3	3
BL07949	ENSDARG00000062420	1-4	3
BL07949	ENSDARG00000043210	1-4	3
BL07949	ENSDARG00000061836	1-4	3
BL07947	ENSDARG00000060618	1-1	1
BL07946	ENSDARG00000062973	1-1	1
BL07943	ENSDARG00000031683	1-4	4
BL07943	ENSDARG00000040623	1-4	4
BL07943	ENSDARG00000015355	1-4	4
BL07943	ENSDARG00000055751	1-4	4
BL07942	ENSDARG00000017842	1-1	1
BL95213	ENSDARG00000028899	1-1	1
BL12881	ENSDARG00000079702	1-1	1
BL12886	ENSDARG00000060854	1-2	2
BL12886	ENSDARG00000105050	1-2	2
BL12884	ENSDARG00000003822	1-1	1
BL12885	ENSDARG00000059583	1-1	1
BL02360	ENSDARG00000039062	1-1	1
BL13828	ENSDARG00000021853	1-1	1
BL13821	ENSDARG00000021059	1-2	2
BL13821	ENSDARG00000038643	1-2	2
BL13826	ENSDARG00000055064	1-1	1
BL13824	ENSDARG00000102960	1-1	1
BL08420	ENSDARG00000015860	1-1	1
BL00218	ENSDARG00000061161	1-1	1
BL00219	ENSDARG00000053196	1-1	1
BL03741	ENSDARG00000062314	1-2	1
BL23221	ENSDARG00000101220	1-1	1
BL23224	ENSDARG00000074335	1-2	2
BL23224	ENSDARG00000061328	1-2	2
BL23225	ENSDARG00000057562	1-1	1
BL09467	ENSDARG00000019715	1-1	1
BL09468	ENSDARG00000054950	1-1	1
BL17111	ENSDARG00000036500	1-2	1
BL17115	ENSDARG00000043238	1-2	2
BL17115	ENSDARG00000099430	1-2	2
BL17118	ENSDARG00000079672	1-1	1
BL22571	ENSDARG00000004706	1-1	1
BL22573	ENSDARG00000003641	1-1	1
BL22572	ENSDARG00000002826	1-2	2
BL22572	ENSDARG00000067668	1-2	2
BL22578	ENSDARG00000029533	1-1	1
BL12696	ENSDARG00000101180	1-1	1
BL12694	ENSDARG00000018241	1-1	1
BL21170	ENSDARG00000038428	1-2	3
BL21170	ENSDARG00000018423	1-2	3
BL21170	ENSDARG00000013838	1-2	3
BL21174	ENSDARG00000089791	1-1	2
BL21174	ENSDARG00000026835	1-1	2
BL21175	ENSDARG00000102365	1-1	2
BL21175	ENSDARG00000079957	1-1	2
BL15409	ENSDARG00000055996	1-1	2
BL15409	ENSDARG00000057368	1-1	2
BL23761	ENSDARG00000063212	1-1	1
BL25086	ENSDARG00000031098	1-1	1
BL25080	ENSDARG00000010553	1-2	1
BL04963	ENSDARG00000006094	1-1	1
BL18750	ENSDARG00000011897	1-1	2
BL18750	ENSDARG00000040854	1-1	2
BL18757	ENSDARG00000073985	1-1	1
BL24937	ENSDARG00000054442	1-3	4
BL24937	ENSDARG00000061187	1-3	4
BL24937	ENSDARG00000003860	1-3	4
BL24937	ENSDARG00000004189	1-3	4
BL24680	ENSDARG00000041802	1-1	1
BL07431	ENSDARG00000079291	1-3	5
BL07431	ENSDARG00000079872	1-3	5
BL07431	ENSDARG00000075924	1-3	5
BL07431	ENSDARG00000075271	1-3	5
BL07431	ENSDARG00000074307	1-3	5
BL07430	ENSDARG00000058022	1-3	3
BL07430	ENSDARG00000025555	1-3	3
BL07430	ENSDARG00000014333	1-3	3
BL07437	ENSDARG00000013965	1-1	1
BL07436	ENSDARG00000025375	1-1	1
BL19403	ENSDARG00000074702	1-2	2
BL19403	ENSDARG00000063474	1-2	2
BL19402	ENSDARG00000063370	1-3	4
BL19402	ENSDARG00000025522	1-3	4
BL19402	ENSDARG00000016623	1-3	4
BL19402	ENSDARG00000062460	1-3	4
BL19401	ENSDARG00000057624	1-1	1
BL19400	ENSDARG00000104487	1-2	1
BL01872	ENSDARG00000058000	1-1	1
BL01871	ENSDARG00000055854	1-3	5
BL01871	ENSDARG00000044532	1-3	5
BL01871	ENSDARG00000104196	1-3	5
BL01871	ENSDARG00000017007	1-3	5
BL01871	ENSDARG00000000796	1-3	5
BL01870	ENSDARG00000038789	1-1	1
BL01879	ENSDARG00000069808	1-1	1
BL06475	ENSDARG00000060631	1-1	1
BL01295	ENSDARG00000013430	1-2	1
BL01124	ENSDARG00000032298	1-1	2
BL01124	ENSDARG00000099753	1-1	2
BL11775	ENSDARG00000060861	1-1	1
BL11770	ENSDARG00000088799	1-1	1
BL00458	ENSDARG00000041397	1-1	1
BL04510	ENSDARG00000102226	1-1	1
BL04514	ENSDARG00000029612	1-1	1
BL00982	ENSDARG00000038694	1-1	3
BL00982	ENSDARG00000087349	1-1	3
BL00982	ENSDARG00000100742	1-1	3
BL00987	ENSDARG00000074266	1-1	1
BL78706	ENSDARG00000100728	1-1	2
BL78706	ENSDARG00000086655	1-1	2
BL27672	ENSDARG00000038835	1-1	1
BL02581	ENSDARG00000017522	1-1	1
BL02587	ENSDARG00000002184	1-2	1
BL06803	ENSDARG00000078006	1-2	3
BL06803	ENSDARG00000098113	1-2	3
BL06803	ENSDARG00000061819	1-2	3
BL06800	ENSDARG00000043209	1-1	1
BL06807	ENSDARG00000098588	1-1	1
BL06806	ENSDARG00000073686	1-1	1
BL12451	ENSDARG00000068705	1-1	2
BL12451	ENSDARG00000062168	1-1	2
BL13329	ENSDARG00000062531	1-2	3
BL13329	ENSDARG00000074531	1-2	3
BL13329	ENSDARG00000078142	1-2	3
BL14113	ENSDARG00000076962	1-3	5
BL14113	ENSDARG00000073870	1-3	5
BL14113	ENSDARG00000079293	1-3	5
BL14113	ENSDARG00000077284	1-3	5
BL14113	ENSDARG00000102447	1-3	5
BL14110	ENSDARG00000052994	1-2	2
BL14110	ENSDARG00000073743	1-2	2
BL95391	ENSDARG00000021163	1-2	3
BL95391	ENSDARG00000052654	1-2	3
BL95391	ENSDARG00000000151	1-2	3
BL95398	ENSDARG00000061397	1-1	1
BL09050	ENSDARG00000004151	1-1	1
BL15244	ENSDARG00000045351	1-1	1
BL03971	ENSDARG00000017988	1-2	2
BL03971	ENSDARG00000061461	1-2	2
BL03973	ENSDARG00000078535	1-1	1
BL10144	ENSDARG00000009681	1-1	1
BL10141	ENSDARG00000006862	1-1	2
BL10141	ENSDARG00000008639	1-1	2
BL10143	ENSDARG00000039142	1-3	4
BL10143	ENSDARG00000041720	1-3	4
BL10143	ENSDARG00000035433	1-3	4
BL10143	ENSDARG00000019062	1-3	4
BL09942	ENSDARG00000070052	1-3	4
BL09942	ENSDARG00000056387	1-3	4
BL09942	ENSDARG00000007465	1-3	4
BL09942	ENSDARG00000014039	1-3	4
BL08096	ENSDARG00000043865	1-1	1
BL08092	ENSDARG00000102755	1-2	2
BL08092	ENSDARG00000053517	1-2	2
BL08093	ENSDARG00000069101	1-2	3
BL08093	ENSDARG00000020405	1-2	3
BL08093	ENSDARG00000013669	1-2	3
BL11235	ENSDARG00000098375	1-1	1
BL11236	ENSDARG00000029848	1-1	2
BL11236	ENSDARG00000016897	1-1	2
BL11232	ENSDARG00000103470	1-2	1
BL14503	ENSDARG00000060120	1-1	1
BL13736	ENSDARG00000029242	1-1	1
BL22989	ENSDARG00000061590	1-1	1
BL22983	ENSDARG00000074384	1-1	1
BL18177	ENSDARG00000103563	1-1	1
BL12158	ENSDARG00000032885	1-1	1
BL12159	ENSDARG00000005699	1-3	2
BL12159	ENSDARG00000044325	1-3	2
BL20859	ENSDARG00000006818	1-1	1
BL20854	ENSDARG00000026806	1-1	1
BL20851	ENSDARG00000018325	1-1	1
BL14651	ENSDARG00000069324	1-1	1
BL14650	ENSDARG00000038222	1-1	1
BL14652	ENSDARG00000098868	1-1	1
BL14654	ENSDARG00000102512	1-1	1
BL19220	ENSDARG00000014208	1-1	6
BL19220	ENSDARG00000104542	1-1	6
BL19220	ENSDARG00000068846	1-1	6
BL19220	ENSDARG00000093176	1-1	6
BL19220	ENSDARG00000010782	1-1	6
BL19220	ENSDARG00000068840	1-1	6
BL43180	ENSDARG00000042566	1-2	1
BL09783	ENSDARG00000027391	1-3	4
BL09783	ENSDARG00000070408	1-3	4
BL09783	ENSDARG00000101637	1-3	4
BL09783	ENSDARG00000051748	1-3	4
BL20076	ENSDARG00000043236	1-2	2
BL20076	ENSDARG00000011094	1-2	2
BL24764	ENSDARG00000051920	1-1	1
BL24765	ENSDARG00000034717	1-2	4
